7.6408	-18.946
4.2776	-22.051
0.83698	-25.798
-2.5405	-33.575
-5.9517	-40.49
-9.3279	-46.782
-12.766	-52.756
-16.301	-57.484
-19.771	-61.817
-23.263	-64.09
-26.866	-65.024
-30.663	-64.944
-34.437	-64.646
-31.034	-35.206
-27.541	-18.976
-24.049	-7.6216
-20.819	0.98266
-17.905	6.8694
-14.512	11.667
-11.063	15.974
-7.6017	19.18
-4.1796	22.071
-0.70495	26.338
-0.70495	26.338
2.7501	31.93
6.1001	38.232
9.4742	43.916
12.955	49.678
16.382	54.7
19.874	58.779
23.311	62.475
27	66.176
30.665	68.712
34.31	70.317
30.993	39.53
27.589	22.619
24.075	10.835
20.801	1.1572
17.953	-5.0109
14.516	-10.793
11.035	-15.052
7.6672	-18.476
4.2842	-21.739
0.85446	-25.421
-2.5425	-31.962
-5.956	-38.065
-9.3607	-43.005
-12.82	-48.165
-16.356	-52.142
-19.88	-55.941
-23.416	-58.494
-27.018	-60.887
-30.749	-62.369
-34.48	-63.263
-31.054	-34.996
-27.607	-18.365
-24.093	-7.5624
-20.884	0.98648
-17.938	6.6314
-14.512	11.979
-11.096	15.756
-7.6977	19.058
-4.2385	22.053
-0.70714	25.745
-0.70714	25.745
3.8217	33.347
8.3569	41.113
12.901	48.072
17.517	54.006
22.155	59.766
26.911	64.575
31.78	68.173
36.667	69.979
41.448	69.321
46.49	69.584
41.951	30.865
37.323	12.341
32.87	-0.14375
28.636	-8.0486
23.791	-14.562
19.11	-18.3
14.472	-21.779
9.9217	-24.044
5.38	-26.962
0.78242	-30.962
-3.7671	-37.432
-8.2827	-43.117
-12.874	-47.912
-17.567	-52.52
-22.216	-56.154
-26.995	-58.846
-31.994	-61.083
-36.904	-62.546
-41.684	-62.506
-46.617	-61.715
-42.207	-29.045
-37.711	-11.554
-33.063	-0.24789
-28.895	7.207
-24.158	13.623
-19.455	17.871
-14.784	21.006
-10.157	23.513
-5.5458	26.286
-0.91011	29.82
-0.91011	29.82
3.6601	35.128
8.2128	41.421
12.759	46.942
17.353	51.728
22.067	55.865
26.848	59.33
31.758	62.039
36.624	64.437
41.534	65.98
46.533	66.754
41.971	30.256
37.323	11.91
32.87	-0.2241
28.616	-8.0201
23.791	-13.847
19.132	-17.928
15.64	-20.86
11.024	-23.591
6.4712	-25.985
1.9599	-29.33
-2.6256	-35.104
-7.1826	-39.991
-11.783	-44.367
-16.454	-48.499
-21.157	-51.622
-25.883	-53.939
-30.924	-56.252
-35.834	-57.978
-40.615	-58.948
-45.524	-58.903
-41.115	-27.581
-36.556	-11.169
-32.037	-0.10258
-27.76	7.4312
-22.98	12.862
-18.331	16.817
-13.617	19.834
-8.9329	22.312
-4.3541	24.736
0.27282	28.038
0.27282	28.038
5.9604	34.857
11.657	41.638
17.429	47.494
23.246	52.6
29.248	56.537
35.359	59.824
41.471	62.062
47.887	62.693
54.084	62.867
60.239	62.947
54.653	20.491
48.804	1.8479
43.302	-8.876
37.236	-16.415
31.145	-21.037
25.014	-22.365
19.143	-23.087
13.348	-23.476
7.606	-24.531
1.914	-27.537
-3.8194	-34.449
-9.5136	-38.21
-15.363	-42.781
-21.223	-46.497
-27.257	-49.286
-33.52	-50.95
-39.588	-51.942
-45.743	-51.786
-51.854	-51.368
-57.528	-50.274
-52.421	-15.594
-46.792	-0.39379
-41.443	9.2221
-35.53	15.266
-29.309	17.911
-23.132	18.933
-17.185	19.15
-11.281	19.47
-5.4498	20.243
0.40157	22.456
0.40157	22.456
6.1001	27.712
11.809	32.325
17.582	36.132
23.399	40.146
29.51	43.311
35.598	46.088
41.689	48.779
48.062	50.341
54.259	52.413
60.414	51.146
54.826	13.852
49.022	-1.4177
43.368	-10.353
37.28	-15.856
31.125	-16.498
24.926	-16.677
19.055	-16.136
13.25	-16.1
7.5494	-17.282
1.8366	-19.9
-3.9154	-24.431
-9.6881	-27.41
-15.592	-29.928
-21.441	-32.084
-27.518	-34.094
-33.762	-36.13
-39.807	-37.982
-45.829	-39.276
-51.897	-39.929
-57.704	-38.694
-52.553	-10.639
-46.965	2.2661
-41.488	9.3497
-35.486	13.392
-29.286	14.139
-23.045	13.765
-17.065	13.321
-11.172	13.09
-5.2883	13.777
0.48887	15.987
0.48887	15.987
6.205	21.315
11.951	23.87
17.724	26.599
23.617	29.063
29.748	31.517
35.839	33.944
41.951	35.963
48.235	38.055
54.564	39.397
60.676	40.299
54.915	8.9859
49.152	-3.531
43.411	-9.7367
37.214	-13.004
31.059	-12.747
24.904	-12.463
19.001	-11.773
13.163	-11.253
7.427	-12.941
1.6936	-16.059
-4.0399	-19.081
-9.8191	-20.857
-15.712	-22.269
-21.615	-23.742
-27.65	-24.967
-33.891	-26.345
-40.069	-27.621
-46.18	-28.062
-52.291	-26.333
-58.009	-24.961
-52.728	-5.0487
-47.053	2.2014
-41.422	6.3716
-35.42	8.916
-29.2	9.6002
-22.892	9.263
-16.923	8.9854
-11.02	8.9458
-5.2446	9.7425
0.57945	11.958
0.57945	11.958
7.4577	16.787
14.374	18.599
21.511	20.681
28.679	22.807
36.015	25.016
43.348	27.496
51.072	27.212
58.405	26.783
65.956	26.574
73.596	20.907
66.482	-0.10554
59.629	-7.2075
52.25	-10.381
44.569	-10.604
37.17	-10.206
29.794	-9.9258
22.525	-8.5579
15.552	-8.63
8.6144	-9.8751
1.7929	-12.961
-5.2141	-14.459
-12.165	-15.722
-19.258	-16.398
-26.492	-17.572
-33.957	-17.948
-41.29	-18.918
-48.755	-18.532
-55.87	-18.122
-62.593	-17.061
-69.314	-14.782
-63.16	0.87461
-56.655	5.4509
-50.063	7.5184
-42.687	7.7853
-35.331	7.6834
-27.803	7.0229
-20.382	6.2916
-13.267	6.1955
-6.2748	6.659
0.74968	7.9619
0.6242	4.5461
0.51615	2.947
